"","value","Year","IZCode","IZName","CPP","Indicator","Type"
"284",6.07,"2011/12-2013/14","S02001579","Baberton and Juniper Green","Edinburgh, City of","Attainment","Raw"
"285",5.9,"2011/12-2013/14","S02001578","Currie East","Edinburgh, City of","Attainment","Raw"
"286",5.1,"2011/12-2013/14","S02001620","Tollcross","Edinburgh, City of","Attainment","Raw"
"287",5.11,"2011/12-2013/14","S02001619","Dalry and Fountainbridge","Edinburgh, City of","Attainment","Raw"
"288",5.41,"2011/12-2013/14","S02001622","Old Town, Princes Street and Leith Street","Edinburgh, City of","Attainment","Raw"
"289",5.88,"2011/12-2013/14","S02001621","Meadows and Southside","Edinburgh, City of","Attainment","Raw"
"290",6.32,"2011/12-2013/14","S02001616","Merchiston and Greenhill","Edinburgh, City of","Attainment","Raw"
"291",6.23,"2011/12-2013/14","S02001615","Morningside","Edinburgh, City of","Attainment","Raw"
"292",6,"2011/12-2013/14","S02001618","Polwarth","Edinburgh, City of","Attainment","Raw"
"293",6.32,"2011/12-2013/14","S02001617","Bruntsfield","Edinburgh, City of","Attainment","Raw"
"294",4.61,"2011/12-2013/14","S02001628","Niddrie","Edinburgh, City of","Attainment","Raw"
"295",4.42,"2011/12-2013/14","S02001627","Craigmillar","Edinburgh, City of","Attainment","Raw"
"296",5.42,"2011/12-2013/14","S02001630","Jewel, Brunstane and Newcraighall","Edinburgh, City of","Attainment","Raw"
"297",4.74,"2011/12-2013/14","S02001629","Bingham, Magdalene and The Christians","Edinburgh, City of","Attainment","Raw"
"298",4.95,"2011/12-2013/14","S02001624","Abbeyhill","Edinburgh, City of","Attainment","Raw"
"299",4.7,"2011/12-2013/14","S02001623","Canongate, Southside and Dumbiedykes","Edinburgh, City of","Attainment","Raw"
"300",5.74,"2011/12-2013/14","S02001626","Willowbrae and Duddingston Village","Edinburgh, City of","Attainment","Raw"
"301",5.5,"2011/12-2013/14","S02001625","Meadowbank and Abbeyhill North","Edinburgh, City of","Attainment","Raw"
"302",5,"2011/12-2013/14","S02001605","Moredun and Craigour","Edinburgh, City of","Attainment","Raw"
"303",5.09,"2011/12-2013/14","S02001604","Fernieside and Moredun South","Edinburgh, City of","Attainment","Raw"
"304",5.89,"2011/12-2013/14","S02001607","Liberton West and Braid Hills","Edinburgh, City of","Attainment","Raw"
"305",5.81,"2011/12-2013/14","S02001606","Liberton East","Edinburgh, City of","Attainment","Raw"
"306",5.73,"2011/12-2013/14","S02001601","Mortonhall and Anwickhill","Edinburgh, City of","Attainment","Raw"
"307",5.63,"2011/12-2013/14","S02001600","Gilmerton South and the Murrays","Edinburgh, City of","Attainment","Raw"
"308",5.03,"2011/12-2013/14","S02001603","Hyvots and Gilmerton","Edinburgh, City of","Attainment","Raw"
"309",4.7,"2011/12-2013/14","S02001602","Gracemount, Southhouse and Burdiehouse","Edinburgh, City of","Attainment","Raw"
"310",6.29,"2011/12-2013/14","S02001612","The Grange","Edinburgh, City of","Attainment","Raw"
"311",5.93,"2011/12-2013/14","S02001611","Newington and Dalkeith Road","Edinburgh, City of","Attainment","Raw"
"312",6.32,"2011/12-2013/14","S02001614","Marchmont West","Edinburgh, City of","Attainment","Raw"
"313",6.3,"2011/12-2013/14","S02001613","Marchmont East and Sciennes","Edinburgh, City of","Attainment","Raw"
"314",5.98,"2011/12-2013/14","S02001609","Blackford, West Mains and Mayfield Road","Edinburgh, City of","Attainment","Raw"
"315",5.09,"2011/12-2013/14","S02001608","The Inch","Edinburgh, City of","Attainment","Raw"
"316",5.57,"2011/12-2013/14","S02001610","Prestonfield","Edinburgh, City of","Attainment","Raw"
"317",5.9,"2011/12-2013/14","S02001526","Kirkintilloch South","East Dunbartonshire","Attainment","Raw"
"318",6.31,"2011/12-2013/14","S02001525","Lenzie South","East Dunbartonshire","Attainment","Raw"
"319",5.21,"2011/12-2013/14","S02001528","Hillhead","East Dunbartonshire","Attainment","Raw"
"320",6,"2011/12-2013/14","S02001527","Kirkintilloch West","East Dunbartonshire","Attainment","Raw"
"321",5.99,"2011/12-2013/14","S02001522","Woodhill East","East Dunbartonshire","Attainment","Raw"
"322",5.7,"2011/12-2013/14","S02001521","Auchinairn","East Dunbartonshire","Attainment","Raw"
"323",6.01,"2011/12-2013/14","S02001524","Lenzie North","East Dunbartonshire","Attainment","Raw"
"324",5.92,"2011/12-2013/14","S02001523","Woodhill West","East Dunbartonshire","Attainment","Raw"
"325",5.11,"2011/12-2013/14","S02001534","Wallyford/Whitecraig","East Lothian","Attainment","Raw"
"326",5.62,"2011/12-2013/14","S02001533","Lennoxtown","East Dunbartonshire","Attainment","Raw"
"327",5.75,"2011/12-2013/14","S02001536","Musselburgh West","East Lothian","Attainment","Raw"
"328",5.57,"2011/12-2013/14","S02001535","Musselburgh South","East Lothian","Attainment","Raw"
"329",5.52,"2011/12-2013/14","S02001530","Twechar and Harestanes East","East Dunbartonshire","Attainment","Raw"
"330",5.73,"2011/12-2013/14","S02001529","Rosebank and Waterside","East Dunbartonshire","Attainment","Raw"
"331",5.77,"2011/12-2013/14","S02001532","Milton of Campsie","East Dunbartonshire","Attainment","Raw"
"332",5.66,"2011/12-2013/14","S02001531","Harestanes","East Dunbartonshire","Attainment","Raw"
"333",6.4,"2011/12-2013/14","S02001510","Kilmardinny East","East Dunbartonshire","Attainment","Raw"
"334",6.16,"2011/12-2013/14","S02001509","Keystone and Dougalston","East Dunbartonshire","Attainment","Raw"
"335",6.08,"2011/12-2013/14","S02001512","North Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
"336",6.33,"2011/12-2013/14","S02001511","Kilmardinny West","East Dunbartonshire","Attainment","Raw"
"337",6.14,"2011/12-2013/14","S02001506","West Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
"338",5.5,"2011/12-2013/14","S02001505","Kilmaurs","East Ayrshire","Attainment","Raw"
"339",6.25,"2011/12-2013/14","S02001508","Barloch","East Dunbartonshire","Attainment","Raw"
"340",5.73,"2011/12-2013/14","S02001507","East Clober and Mains Estate","East Dunbartonshire","Attainment","Raw"
"341",6.18,"2011/12-2013/14","S02001518","Torrance and Balmore","East Dunbartonshire","Attainment","Raw"
"342",6.29,"2011/12-2013/14","S02001517","Kessington East","East Dunbartonshire","Attainment","Raw"
"343",6.14,"2011/12-2013/14","S02001520","Bishopbriggs West and Cadder","East Dunbartonshire","Attainment","Raw"
"344",6.18,"2011/12-2013/14","S02001519","Bishopbriggs North and Kenmure","East Dunbartonshire","Attainment","Raw"
"345",6.2,"2011/12-2013/14","S02001514","Westerton West","East Dunbartonshire","Attainment","Raw"
"346",6.14,"2011/12-2013/14","S02001513","South Castlehill and Thorn","East Dunbartonshire","Attainment","Raw"
"347",6.21,"2011/12-2013/14","S02001516","Kessington West","East Dunbartonshire","Attainment","Raw"
"348",6.17,"2011/12-2013/14","S02001515","Westerton East","East Dunbartonshire","Attainment","Raw"
"349",6,"2011/12-2013/14","S02001557","Cross Stobbs","East Renfrewshire","Attainment","Raw"
"350",5.83,"2011/12-2013/14","S02001556","Neilston and Uplawmoor","East Renfrewshire","Attainment","Raw"
"351",5.88,"2011/12-2013/14","S02001559","Arthurlie and Gateside","East Renfrewshire","Attainment","Raw"
"352",5.4,"2011/12-2013/14","S02001558","Dunterlie, East Arthurlie and Dovecothall","East Renfrewshire","Attainment","Raw"
"353",5.96,"2011/12-2013/14","S02001553","East Linton and Rural","East Lothian","Attainment","Raw"
"354",6.03,"2011/12-2013/14","S02001552","North Berwick South","East Lothian","Attainment","Raw"
"355",5.69,"2011/12-2013/14","S02001555","Dunbar East","East Lothian","Attainment","Raw"
"356",5.63,"2011/12-2013/14","S02001554","Dunbar West","East Lothian","Attainment","Raw"
"357",6.11,"2011/12-2013/14","S02001565","Eaglesham and Waterfoot","East Renfrewshire","Attainment","Raw"
"358",6.35,"2011/12-2013/14","S02001564","Mearnskirk and South Kirkhill","East Renfrewshire","Attainment","Raw"
"359",6,"2011/12-2013/14","S02001567","Busby","East Renfrewshire","Attainment","Raw"
"360",6.05,"2011/12-2013/14","S02001566","North Kirkhill","East Renfrewshire","Attainment","Raw"
"361",6.19,"2011/12-2013/14","S02001561","Crookfur and Fruin","East Renfrewshire","Attainment","Raw"
"362",5.38,"2011/12-2013/14","S02001560","Auchenback","East Renfrewshire","Attainment","Raw"
"363",6.26,"2011/12-2013/14","S02001563","Whitecraigs and Broom","East Renfrewshire","Attainment","Raw"
"364",6.07,"2011/12-2013/14","S02001562","Mearns Village, Westacres and Greenfarm","East Renfrewshire","Attainment","Raw"
"365",5.63,"2011/12-2013/14","S02001542","Cockenzie","East Lothian","Attainment","Raw"
"366",5.1,"2011/12-2013/14","S02001541","Prestonpans East","East Lothian","Attainment","Raw"
"367",5.48,"2011/12-2013/14","S02001544","Tranent South","East Lothian","Attainment","Raw"
"368",5.19,"2011/12-2013/14","S02001543","Tranent North","East Lothian","Attainment","Raw"
"369",5.12,"2011/12-2013/14","S02001538","Musselburgh East","East Lothian","Attainment","Raw"
"370",5.24,"2011/12-2013/14","S02001537","Musselburgh North","East Lothian","Attainment","Raw"
"371",5.1,"2011/12-2013/14","S02001540","Prestonpans West","East Lothian","Attainment","Raw"
"372",4.96,"2011/12-2013/14","S02001539","Pinkie Braes","East Lothian","Attainment","Raw"
"373",5.32,"2011/12-2013/14","S02001549","Haddington South","East Lothian","Attainment","Raw"
"374",5.89,"2011/12-2013/14","S02001548","Haddington North","East Lothian","Attainment","Raw"
"375",6.09,"2011/12-2013/14","S02001551","North Berwick North","East Lothian","Attainment","Raw"
"376",5.9,"2011/12-2013/14","S02001550","Gullane and Drem","East Lothian","Attainment","Raw"
"377",5.81,"2011/12-2013/14","S02001546","Longniddry and Aberlady","East Lothian","Attainment","Raw"
"378",5.28,"2011/12-2013/14","S02001545","Ormiston","East Lothian","Attainment","Raw"
"379",5.92,"2011/12-2013/14","S02001547","Haddington Rural","East Lothian","Attainment","Raw"
"380",5.63,"2011/12-2013/14","S02001715","Falkirk - Town Centre and Callendar Park","Falkirk","Attainment","Raw"
"381",5.16,"2011/12-2013/14","S02001714","Falkirk - Middlefield","Falkirk","Attainment","Raw"
"382",5.28,"2011/12-2013/14","S02001717","Falkirk - Camelon East","Falkirk","Attainment","Raw"
"383",5.72,"2011/12-2013/14","S02001716","Falkirk - Bantaskin","Falkirk","Attainment","Raw"
"384",4.95,"2011/12-2013/14","S02001711","Falkirk - Bainsford and Langlees","Falkirk","Attainment","Raw"
"385",5.51,"2011/12-2013/14","S02001710","Carse and Grangemouth Old Town","Falkirk","Attainment","Raw"
"386",5.59,"2011/12-2013/14","S02001713","Falkirk - Grahamston","Falkirk","Attainment","Raw"
"387",5.77,"2011/12-2013/14","S02001712","Falkirk - Merchiston and New Carron Village","Falkirk","Attainment","Raw"
"388",4.74,"2011/12-2013/14","S02001723","Braes Villages","Falkirk","Attainment","Raw"
"389",5.48,"2011/12-2013/14","S02001722","Shieldhill","Falkirk","Attainment","Raw"
"390",5.83,"2011/12-2013/14","S02001725","Brightons and Wallacestone","Falkirk","Attainment","Raw"
"391",5.56,"2011/12-2013/14","S02001724","Reddingmuirhead and Overton","Falkirk","Attainment","Raw"
"392",5.21,"2011/12-2013/14","S02001719","Falkirk - Tamfourhill","Falkirk","Attainment","Raw"
"393",5.01,"2011/12-2013/14","S02001718","Falkirk - Camelon West","Falkirk","Attainment","Raw"
"394",5.26,"2011/12-2013/14","S02001721","Hallglen and Glen Village","Falkirk","Attainment","Raw"
"395",6.16,"2011/12-2013/14","S02001720","Falkirk - Lochgreen and Lionthorn","Falkirk","Attainment","Raw"
"396",5.54,"2011/12-2013/14","S02001699","Head of Muir and Dennyloanhead","Falkirk","Attainment","Raw"
"397",5.41,"2011/12-2013/14","S02001698","Denny - Nethermains","Falkirk","Attainment","Raw"
"398",5.34,"2011/12-2013/14","S02001701","Bonnybridge","Falkirk","Attainment","Raw"
"399",5.55,"2011/12-2013/14","S02001700","Banknock, Haggs and Longcroft","Falkirk","Attainment","Raw"
"400",5.81,"2011/12-2013/14","S02001695","Point","Eilean Siar","Attainment","Raw"
"401",5.72,"2011/12-2013/14","S02001694","Stornoway East","Eilean Siar","Attainment","Raw"
"402",5.73,"2011/12-2013/14","S02001697","Fankerton, Stoneywood and Denny Town","Falkirk","Attainment","Raw"
"403",5.52,"2011/12-2013/14","S02001696","Dunipace","Falkirk","Attainment","Raw"
"404",6.03,"2011/12-2013/14","S02001707","Stenhousemuir - Antonshill","Falkirk","Attainment","Raw"
"405",5.77,"2011/12-2013/14","S02001706","Stenhousemuir East","Falkirk","Attainment","Raw"
"406",5.68,"2011/12-2013/14","S02001709","Carronshore","Falkirk","Attainment","Raw"
"407",6.17,"2011/12-2013/14","S02001708","Carron","Falkirk","Attainment","Raw"
"408",5.85,"2011/12-2013/14","S02001703","Larbert - North Broomage and Inches","Falkirk","Attainment","Raw"
"409",5.44,"2011/12-2013/14","S02001702","High Bonnybridge and Greenhill","Falkirk","Attainment","Raw"
"410",5.27,"2011/12-2013/14","S02001705","Stenhousemuir West","Falkirk","Attainment","Raw"
"411",6.02,"2011/12-2013/14","S02001704","Larbert - South Broomage and Village","Falkirk","Attainment","Raw"
"412",5.6,"2011/12-2013/14","S02001746","Dunfermline Headwell","Fife","Attainment","Raw"
"413",5.61,"2011/12-2013/14","S02001745","Dunfermline Baldridgeburn","Fife","Attainment","Raw"
"414",5.21,"2011/12-2013/14","S02001748","Dunfermline Brucefield","Fife","Attainment","Raw"
"415",6,"2011/12-2013/14","S02001747","Dunfermline Central","Fife","Attainment","Raw"
"416",5.97,"2011/12-2013/14","S02001742","Cairneyhill and Crombie","Fife","Attainment","Raw"
"417",5.21,"2011/12-2013/14","S02001741","Valleyfield Culross and Torryburn","Fife","Attainment","Raw"
"418",5.47,"2011/12-2013/14","S02001744","Dunfermline Milesmark and Wellwood","Fife","Attainment","Raw"
"419",6.03,"2011/12-2013/14","S02001743","Crossford Charlestown and Limekilns","Fife","Attainment","Raw"
"420",5.23,"2011/12-2013/14","S02001754","Dunfermline Abbeyview South","Fife","Attainment","Raw"
"421",4.59,"2011/12-2013/14","S02001753","Dunfermline Abbeyview North","Fife","Attainment","Raw"
"422",5.5,"2011/12-2013/14","S02001756","Dunfermline Masterton","Fife","Attainment","Raw"
"423",5.7,"2011/12-2013/14","S02001755","Dunfermline Duloch South","Fife","Attainment","Raw"
"424",5.69,"2011/12-2013/14","S02001750","Dunfermline Bellyeoman and Townhill","Fife","Attainment","Raw"
"425",6.15,"2011/12-2013/14","S02001749","Dunfermline Garvock Hill","Fife","Attainment","Raw"
"426",5.29,"2011/12-2013/14","S02001752","Dunfermline Touch and Woodmill","Fife","Attainment","Raw"
"427",5.6,"2011/12-2013/14","S02001751","Dunfermline Duloch North and Lynebank","Fife","Attainment","Raw"
"428",5.38,"2011/12-2013/14","S02001731","Grangemouth - Town Centre","Falkirk","Attainment","Raw"
"429",5.03,"2011/12-2013/14","S02001730","Grangemouth - Newlands","Falkirk","Attainment","Raw"
"430",5.11,"2011/12-2013/14","S02001733","Grangemouth - Bowhouse","Falkirk","Attainment","Raw"
"431",5.11,"2011/12-2013/14","S02001732","Grangemouth - Kersiebank","Falkirk","Attainment","Raw"
"432",5.96,"2011/12-2013/14","S02001727","Polmont","Falkirk","Attainment","Raw"
"433",5.4,"2011/12-2013/14","S02001726","Maddiston and Rumford","Falkirk","Attainment","Raw"
"434",5.37,"2011/12-2013/14","S02001729","Laurieston and Westquarter","Falkirk","Attainment","Raw"
"435",5.34,"2011/12-2013/14","S02001728","Redding","Falkirk","Attainment","Raw"
"436",5.57,"2011/12-2013/14","S02001738","Kincardine","Fife","Attainment","Raw"
"437",5.45,"2011/12-2013/14","S02001737","Blackness, Bo'ness - Carriden and Grahamsdyke","Falkirk","Attainment","Raw"
"438",5.53,"2011/12-2013/14","S02001740","Saline and Gowkhall","Fife","Attainment","Raw"
"439",4.94,"2011/12-2013/14","S02001739","Oakley Comrie and Blairhall","Fife","Attainment","Raw"
"440",5.37,"2011/12-2013/14","S02001735","Bo'ness - Newtown","Falkirk","Attainment","Raw"
"441",5.31,"2011/12-2013/14","S02001734","Bo'ness - Douglas","Falkirk","Attainment","Raw"
"442",4.92,"2011/12-2013/14","S02001736","Bo'ness - Kinneil","Falkirk","Attainment","Raw"
"443",5.95,"2011/12-2013/14","S02001652","Inverleith, Goldenacre and Warriston","Edinburgh, City of","Attainment","Raw"
"444",5.9,"2011/12-2013/14","S02001651","Trinity","Edinburgh, City of","Attainment","Raw"
"445",5.63,"2011/12-2013/14","S02001654","Broughton South","Edinburgh, City of","Attainment","Raw"
"446",5.48,"2011/12-2013/14","S02001653","Broughton North and Powderhall","Edinburgh, City of","Attainment","Raw"
"447",5.47,"2011/12-2013/14","S02001648","Pilrig","Edinburgh, City of","Attainment","Raw"
"448",5.67,"2011/12-2013/14","S02001647","Hillside and Calton Hill","Edinburgh, City of","Attainment","Raw"
"449",5.97,"2011/12-2013/14","S02001650","Trinity East and The Dudleys","Edinburgh, City of","Attainment","Raw"
"450",5.69,"2011/12-2013/14","S02001649","Bonnington","Edinburgh, City of","Attainment","Raw"
"451",5.68,"2011/12-2013/14","S02001660","Deans Village","Edinburgh, City of","Attainment","Raw"
"452",6.29,"2011/12-2013/14","S02001659","Comely Bank","Edinburgh, City of","Attainment","Raw"
"453",6.24,"2011/12-2013/14","S02001662","Murrayfield and Ravelston","Edinburgh, City of","Attainment","Raw"
"454",5.9,"2011/12-2013/14","S02001661","Balgreen and Roseburn","Edinburgh, City of","Attainment","Raw"
"455",6.21,"2011/12-2013/14","S02001656","New Town West","Edinburgh, City of","Attainment","Raw"
"456",5.93,"2011/12-2013/14","S02001655","New Town East and Gayfield","Edinburgh, City of","Attainment","Raw"
"457",5.54,"2011/12-2013/14","S02001658","Stockbridge","Edinburgh, City of","Attainment","Raw"
"458",6.58,"2011/12-2013/14","S02001657","Canonmills and New Town North","Edinburgh, City of","Attainment","Raw"
"459",5.65,"2011/12-2013/14","S02001636","Craigentinny","Edinburgh, City of","Attainment","Raw"
"460",5.17,"2011/12-2013/14","S02001635","Northfield and Piershill","Edinburgh, City of","Attainment","Raw"
"461",4.82,"2011/12-2013/14","S02001638","Restalrig and Lochend","Edinburgh, City of","Attainment","Raw"
"462",5.24,"2011/12-2013/14","S02001637","Restalrig (Loganlea) and Craigentinny West","Edinburgh, City of","Attainment","Raw"
"463",5.55,"2011/12-2013/14","S02001632","Portobello","Edinburgh, City of","Attainment","Raw"
"464",6.02,"2011/12-2013/14","S02001631","Joppa","Edinburgh, City of","Attainment","Raw"
"465",5.67,"2011/12-2013/14","S02001634","Mountcastle","Edinburgh, City of","Attainment","Raw"
"466",5.88,"2011/12-2013/14","S02001633","Duddingston and Portobello South","Edinburgh, City of","Attainment","Raw"
"467",4.88,"2011/12-2013/14","S02001644","South Leith","Edinburgh, City of","Attainment","Raw"
"468",5.06,"2011/12-2013/14","S02001643","Great Junction Street","Edinburgh, City of","Attainment","Raw"
